subject_id,Country,State/Province,County,Location,Minimum Elevation,Maximum Elevation,Main Dropdown,Latitude ⁰,Latitude ',Latitude '',Longitude ⁰,Longitude ',Longitude '',"Primary Collector (*Last*, *First* *Middle*)",Other Collectors (as written),Collector Number  (numeric only),Collector Number (verbatim),Month #1,Day #1,Year #1,Month #2,Day #2,Year #2,subject_image_name,subject_nybg_bar_code,subject_resolved_name,subject_qr_code
16193246,Cameroon,Sud-Ouest,Fako,Bakingili. Along ocean.,,,,4,04 N,,9,02 E,,"Thompson, Sue A.",John E. Rawlins,1709,,7 - July,31,1984,,,,R0000774.JPG,NYBG 3196719,Cynometra mannii,291e3abe-eddf-4e67-8e45-2cd90092ad52
16193247,Indonesia,West Java,Bogor,"Cultivated in the Botanic Gardens Buitenzorg, -Java.. Native in: Br. India. Origin: Br. India.",,,,,,,,,,,,50,I.i. 50,5 - May,31,1941,,,,R0000773.JPG,NYBG 3196718,Maniltoa polyandra,2816beb7-0d5b-4a38-ba46-e02c63d230ee
16193248,Viet Nam,Khánh Hòa,,Indo-Chine. Sud. Annam: Province du Nhatrang. Massif de Hōn-Bā.,1000,1500,meters,,,,,,,"Chevalier, Aug.",,38894,W o38896,7 - July,7,1918,,,,R0000772.JPG,NYBG 3196717,Ormosia pinnata,282bf8d8-d601-43ca-91df-85694886be5b
16193249,Madagascar,Anosy Region,,Behara - Androy,,,,,,,,,,RN,,6643,6643 RN,7 - July,9,1954,,,,R0000771.JPG,NYBG 3196716,Cynometra madagascariensis,2832e23d-c96e-4a20-84ad-9a4ad133fd89
16193250,Madagascar,,,Ile Nossi-bé [Nosy Be Island].,,,,,,,,,,Pervillé,,441,,1 - January,29,1841,,,,R0000770.JPG,NYBG 3196715,Cynometra lyallii,2835981e-ed59-4058-b31e-d6d431ad698d
16193251,"Tanzania, United Republic of",Tanga,Pangani,"Mwera Chiefdom, Sakura Parish",0,,feet,,,,,,,"Tanner, R. E. S.",,3596,,7 - July,10,1957,,,,R0000769.JPG,NYBG 3196714,Cynometra suaheliensis,287d72ee-4511-49c0-ae9a-0f8d29325ecd
16193252,Congo (Democratic Republic of the),Bas-Congo,,Luki,,,,,,,,,,L. Toussaint,,177,,1 - January,24,1948,,,,R0000768.JPG,NYBG 3196713,Cynometra lujae,27fc24c5-fb20-416e-bb2b-6a8384de190e
16193253,Congo (Democratic Republic of the),Equateur,,Eala.,,,,,,,,,,"Léonard, J.",,221,L21,7 - July,Not Shown,1946,,,,R0000767.JPG,NYBG 3196712,Cynometra sessiliflora,27bde436-8163-46ee-a3a2-82d5d6912e1c
16193254,Congo (Democratic Republic of the),Tshopo,,"Congo belge: district de Stanleyville, route de Bafwasende.",,,,,,,,,,Claessens,,275,,3 - March,Not Shown,1921,,,,R0000766.JPG,NYBG 3196711,Lebruniodendron leptanthum,27aa28d0-02f1-4f64-8087-954f11304c57
16193255,Congo (Democratic Republic of the),,,"Eala, Equateur Region.",,,,,,,,,,"Leemans, J.",,97,,Not Shown,Not Shown,1936,,,,R0000765.JPG,NYBG 3196710,Cynometra schlechteri,27aba706-d263-49c8-a7e5-0168424d56bd
16193256,Congo (Democratic Republic of the),Tshopo,Tshopo District,Prov. Orientale. Yangambi. Versant N.,,,,,,,,,,"Donis, C.",,3083,,5 - May,31,1951,,,,R0000764.JPG,NYBG 3196709,Cynometra hankei,27b5950e-6be4-4bad-a964-835fdf6c726d
16193257,Congo (Democratic Republic of the),Kongo Central,Matadi,Matadi.,,,,,,,,,,Dacrimont,,352,,Not Shown,Not Shown,1932,,,,R0000762.JPG,NYBG 3196708,Gilletiodendron kisantuense,278dc101-0c5a-4fce-95df-c7f037de3d8e
16193258,Madagascar,,Dt. Mananjary,"Marotaolana, pies de Taviranambo. Canton Marosangy, Dt Mananjary",,,,,,,,,,Service Forestier de Madagascar,,19521,19521-SF = 1R370,8 - August,20,1959,,,,R0000761.JPG,NYBG 3196707,Cynometra commersoniana,2714e559-21df-4528-aac8-5d6bc6823a2b
16193259,Madagascar,,Sambava,"Beamalona près d'Andrambavato Canton Ambariotelo, Dt Sambava",,,,,,,,,,Service Forestier de Madagascar,,12233,12233.SF,11 - November,26,1954,,,,R0000760.JPG,NYBG 3196706,Cynometra aurita,27389888-d87b-4285-8cb6-57560755ab57
16193260,Ghana,Western,,"Ankasa Forest Reserve, Mpataba-Elubo Rd.",,,,,,,,,,"Enti, A. A.",,889,R.889,10 - October,Not Shown,1972,,,,R0000759.JPG,NYBG 3196705,Cynometra ananta,275046f0-6fed-41e3-b6d4-a46c81ca9f9d
16193261,Uganda,,,,,,,,,,,,,"Eggling, W. J.",,2139,,Not Shown,Not Shown,Not Shown,Not shown,Not shown,Not shown,R0000758.JPG,NYBG 3196704,Cynometra alexandri,2758117c-944c-4eeb-822d-d95ac17c16a1
16193262,Suriname,Sipaliwini,,9.9 km E from Kwamalasamutu village on the Sipaliwini R.; Werepha cultural site boat landing. Riverbank forest.,250,,meters,2,21,48 N,56,41,52 W,"Hoffman, B.",,6328,,6 - June,25,2005,,,,R0000756.JPG,NYBG 3196703,Cynometra marginata,2602acec-fd54-473a-998c-6cf657cb3e46
16193263,Guyana,High Takutu - High Essequibo,,"Essequibo River, between Line 9-10, on Line 9 side of river.",106,,meters,3,24,39.5 N,- 58,12,58 W,"Redden, K. M.","K. Wurdack, A. Rodriguez, C. Perry, P. Ragnauth, N. John & E. Joseph",6259,,10 - October,4,2008,,,,R0000755.JPG,NYBG 3196702,Cynometra bauhiniifolia,261be443-42a6-40e3-96dd-e0fab279046e
16193264,Côte d'Ivoire,Abidjan,,Abidjan.,,,,,,,,,,Aubreville.,,12,,4 - April,26,1928,,,,R0000754.JPG,NYBG 3196701,Cryptosepalum tetraphyllum,261d39d3-8cf5-4969-ab53-9b07a50d1a62
16193265,Congo (Democratic Republic of the),,,Cogo Belgica: entre Kwango-Wamba et le village de Pandi,700,,meters,,,,,,,"Germain, R.",,2763,,8 - August,14,1944,,,,R0000753.JPG,NYBG 3196700,Cryptosepalum mimosoides,26550174-72e0-4c2c-b797-2be56c1256f6
16193266,Malawi,Northern Region,,Mzimba Dist. Kaning'ina Forest Reserve.,,,,,,,,,,"Chikuni, A.",E. J. Tawakali,268,,10 - October,20,1989,,,,R0000752.JPG,NYBG 3196699,Cryptosepalum maraviense,2682af03-1dba-4919-8752-c7bf8fd50275
16193267,Congo (Democratic Republic of the),Lualaba,Dilolo,Dilolo. River Mangoa.,,,,,,,,,,"Young, R. G. N.",,204,,7 - July,23,1932,,,,R0000750.JPG,NYBG 3196697,Cryptosepalum exfoliatum,269f6a50-646a-42b1-ac96-84b57a2112bb
16193268,Congo (Democratic Republic of the),Équateur,,Eala,,,,,,,,,,"Leonard, J.",,367,,8 - August,24,1946,,,,R0000749.JPG,NYBG 3196696,Cryptosepalum congolanum,26a63d9f-2003-49bd-ab3f-471823a385ab
16193270,Thailand,Narathiwat,,"Paa Ye, Su Ngi Paadee; scattered in peat swamp margin",0,,meters,,,,,,,"Niyomdham, C.",W. Ueachirakan,1801,,4 - April,14,1988,,,,R0000747.JPG,NYBG 3196694,Crudia gracilis,2503819c-4016-4bb7-8fca-1bb6eae2a3fe
16193271,Thailand,Ayutthaya,,Ayutthaya Province.,,,,14,30 N,,100,30 E,,"Nanakorn, W.",Hans T. Beck,88085,,12 - December,15,1988,,,,R0000745.JPG,NYBG 3196693,Crudia chrysantha,2a21e90e-0ad0-495b-bbc0-02f1598b071f
16193272,Thailand,Narathiwat,,"Paa wai, Su Ngi Paadee. [map]",NSL,,,,,,,,,"Niyomdham, C.",,1664,,2 - February,10,1988,,,,R0000744.JPG,NYBG 3196692,Crudia caudata,2a416cf3-c433-4985-a653-5e6da063c2b4
16193273,Cameroon,Nord-Ouest,Donga-Mantung,Nkuambe,,,,,,,,,,"Zenker, G.",,542,,4 - April,Not Shown,1914,,,,R0000743.JPG,NYBG 3196691,Crudia zenkeri,2a61f8d2-4c13-4f81-b793-649d904310e1
16193274,Indonesia,East Kalimantan,,"East Borneo, West Kutei, Belajan River near Gunungsari.",,,,,,,,,,"Kostermans, A.",,13514,,8 - August,15,1956,,,,R0000742.JPG,NYBG 3196690,Crudia reticulata,2aa5b1c5-af80-4bf9-8889-b84db68545e4
16193275,Liberia,,Grand Bassa,Buchanan.,,,,,,,,,,"Baldwin, J. T. (Jr.)",,11174,,3 - March,4,1948,,,,R0000741.JPG,NYBG 3196689,Crudia senegalensis,22af2439-220b-4f83-8940-44cb41fd7b12
16193276,Congo (Democratic Republic of the),Orientale,Tshopo,"Prov.: Orientale. Territ.: Isangi. Yangambi, rive gauche.",,,,,,,,,,"Louis, J.",,"13,312",,12 - December,Not Shown,1938,,,,R0000740.JPG,NYBG 3196688,Crudia laurentii,22b9aa40-800b-4613-b536-7abca9ac4124
16193277,Cameroon,Littoral,,"5 km south of Dibombari, near Bonambwasse village.",0,20,meters,04,09 N,,09,41 E,,"Nemba, J.","D. W. Thomas, C. Strohmeier & P. Mambo",800,,2 - February,18,1988,2 - February,20,1988,R0000738.JPG,NYBG 3196687,Crudia klainei,21013ad2-17b2-430a-8573-7e3dd23d1d17
16193278,Philippines,Rizal,Rizal,"Rizal Province, Luzon.",,,,,,,,,,,,882,,Not Shown,Not Shown,Not Shown,,,,R0000739.JPG,NYBG 3196686,Crudia blancoi,210f2b39-17dc-439d-a9a2-9bd71fbddd5e
16193279,Gabon,,,Ca. 50 km. SW of Doussala.,,,,- 2,33 S,,10,32 E,,"Reitsma, J. M.",B. Reitsma & C. Wilks,3343,,4 - April,18,1987,,,,R0000737.JPG,NYBG 3196685,Crudia harmsiana,21d5b149-76f2-44b1-9f22-b7d5f1ca236e
16193280,Indonesia,Banten,,"S.W. Java. Udjung Kulon Reserve, Mt. Pajung",350,,meters,,,,,,,UNESCO (Kostermans c.s.),Kostermans c.s.,164,,11 - November,16,Not Shown,,,,R0000736.JPG,NYBG 3196684,Crudia bantamensis,21dec986-c3b9-47db-91c3-b02a6d0cbb8f
16193281,Gabon,,,Ca. 15 km NE of Oveng.,,,,0,44 N,,11,22 E,,"Reitsma, J. M.",B. Reitsma,2174,,5 - May,8,1986,,,,R0000735.JPG,NYBG 3196683,Crudia gabonensis,206afa0c-a846-4a6a-8c60-98fb8fc2ab3d
16193282,French Guiana,,,"Sinnamary River: Above Petit Saut, between Crique Plomb and Crique Tigre, 500 m above Saut Tigre in area to be inundated by waters of Petit Saut Dam.",87,,meters,5,00,,- 53,1,,"Mori, S.","C. Gracie, G. Tavakilian, E. Christenson & S. George",23492,,8 - August,31,1993,,,,R0000732.JPG,NYBG 3196682,Crudia bracteata,20ac1891-83e6-4cf6-b7de-7ae5a537af11
16193283,French Guiana,,,Forêt primaire à côté de l'abattis n°10. Fleuve Sinnamary. Station ORSTOM de Crique Grégoire. Espèce dominante en sous-bois.,,,,,,,,,,De Granville,,554,,7 - July,17,1970,,,,R0000731.JPG,NYBG 3196681,Crudia aromatica,20093713-a036-499f-a1ce-b3b0375e06cb
16193284,Colombia,Atlántico,,Costa del Caribe. Confluencia del los arroyos Hondo y León. 2 Km. al sur del Km. 7 de la carretera Barfanquilla-Puerto Colombia.,10,10,meters,,,,,,,"Dugand, A.",6600,6600,,1 - January,9,1964,,,,R0000729.JPG,NYBG 3196680,Crudia aequalis,2040f57e-8fec-497c-903a-f60f20aca91a
16193285,Guatemala,Izabal,,"Department of Izabal, Mariscos, bordering Lake Izabal, on Playa Dorada",,,,,,,,,,"Contreras, Elias",,7561,,2 - February,9,1968,,,,R0000726.JPG,NYBG 3196679,Crudia lacus,1ff4b03c-7d40-4298-a706-4bfe6bbe03e3
16193286,El Salvador,La Libertad,,Department: La Libertad. Close to the coastal road running west from La Libertad towards Acajutla about 5km west of La Libertad in a small dry river ally about 1km inland from the Pacific coast.,10,,meters,13,29 N,,- 89,21 W,,"Hughes, C. E.",G. P. Lewis,1249,,2 - February,20,1989,,,,R0000725.JPG,NYBG 3196678,Crudia choussyana,1fe5696a-7fea-4b65-b385-e3e1e9646dec
16193287,Panama,Herrera,Unknown,Parque Nacional Sarigua y los alrededores,25.2,,meters,884335.8 N,884335.8 N,,554782.9 E,554782.9 E,,"Perez, R.",,1278,,4 - April,24,2004,,,,R0000724.JPG,NYBG 3196677,Crudia acuminata,1fc152b5-6393-4819-acb0-16dbd6bdcec3
16193288,Madagascar,,,"Baie de Diego Suarez (Antsiranana), lower slopes of Montagne des Français, c. 7.5 km from Diego Suarez on the route to Ramena.",80,,meters,- 12,19 S,,49,20 E,,"Du Puy, D.",G. Lewis & B. Schrire,570,M570,11 - November,30,1992,,,,R0000723.JPG,NYBG 3196676,Cordyla madagascariensis,1fb520f4-a3f1-4344-a1d8-0d5c71c6df3e
16193289,Nicaragua,Río San Juan,San Carlos,"Río Sábalos, 2 km al W de Santa Eduviges.",80,,meters,11,03,,- 84,29,,"Moreno, Pedro P.",,23047,,2 - February,18,1984,,,,R0000691.JPG,NYBG 3196675,Copaifera aromatica,1f516842-74d3-4bca-bf4c-0f1bc5a61ded
16193290,Madagascar,,,"E Madagascar, Masoala Peninsula, western side, NE of Antalavia, 4 hours on foot along Antalavia River (c. 4-5 km ?).",285,,meters,15,46 S,,50,02 E,,"Du Puy, D. J.","B. P. Du Puy, G. Rafamantanantsoa & G. Schatz",375,M375,11 - November,16,1989,,,,R0000722.JPG,NYBG 3196674,Cordyla haraka,1fac7a63-b5c5-4a9f-8b78-73a6259714a7
16193291,Mozambique,,,District Maringua. 6 mls. N. Sabi River.,600,,feet,,,,,,,"Chase, N. C.",,2441,,6 - June,23,1950,,,,R0000721.JPG,NYBG 3196673,Guibourtia tessmannii,1fabadf3-11fa-4747-b07c-876fa9cb3410
16193292,Gabon,Ogooué-Lolo,,Ca. 20 km NE of Lastoursville.,300,,meters,0,45 S,,12,53 E,,"Breteler, F. J.",,15496,,11 - November,16,1999,,,,R0000719.JPG,NYBG 3196672,Copaifera mildbraedii,1f958b2e-c275-48d5-8546-f22ee7729427
16193293,Côte d'Ivoire,Abidjan,,"Locodjo, on border of lagoon.",,,,5,20 N,,- 4,03 W,,"de Koning, J.",,6970,,6 - June,10,1976,,,,R0000718.JPG,NYBG 3196671,Copaifera salikounda,1f7ca958-41a5-450d-b96a-afb542059823
16193294,Congo (Democratic Republic of the),,,Eala,,,,,,,,,,Corbisier Baland,,1748,,5 - May,17,1933,,,,R0000716.JPG,NYBG 3196670,Guibourtia demeusei,25d1432e-3845-4750-8234-6b79b94966c8
16193295,Venezuela (Bolivarian Republic of),,,"Edo. Bolivar: 12 km., N Ciudad Piar, en la via Cdad. Bolivar-Cdad. Piar.",10,,meters,,,,,,,"Xena, Nereida",,47,,4 - April,5,1977,,,,R0000711.JPG,NYBG 3196669,Copaifera officinalis,24b87d61-c6cc-476b-881b-1d3ebd1dac4f
16193296,Bolivia (Plurinational State of),,,"Espíritu ± 200 m., bajando el río Yacuma desde Puerto Espíritu ( en bote ).",~ 200,,meters,,,,,,,"Beck, St. G.",,15121,,3 - March,28,1988,,,,R0000710.JPG,NYBG 3196668,Copaifera paupera,24e85e8d-7ca1-4a76-b1d9-066b7ed06fd6
16193297,Panama,Darien,,Near Estero Grande off Rio Marea.,,,,,,,,,,"Duke, J. A.",,10952,,5 - May,13,1967,Not shown,Not shown,Not shown,R0000693.JPG,NYBG 3196667,Copaifera panamensis,22e52e60-5a85-43aa-b11a-282ce2c32001
16193298,Costa Rica,Puntarenas,Osa,"Osa Peninsula. La entrada Chucuaco, 3 km N of Rincon.",250,,meters,8,44,,- 83,29,,"Aquilar, Reinaldo",,45,,8 - August,10,1992,,,,R0000692.JPG,NYBG 3196666,Copaifera camibar,22373774-aa68-4b70-acf7-335bbb43509c
16193299,Mexico,Jalisco,Autlán de Navarro,"Mpio. Autlán: El Mirador al NE de Corcobado, carretera Autlán-Guadalajara.",,,,,,,,,,"Magallanes, J. Arturo S.","Emily J. Lott, Abad Delgado Benítez",2934,,7 - July,2,1981,,,,R0000690.JPG,NYBG 3196665,Conzattia sericea,1f2b47f8-2550-4e5d-8d0d-2ede60a2a2ae
16193300,Madagascar,,,"Itambono Corridor, 14 km east of Beheloko, route to Lake Tsimanampetsotsa.",50,,meters,23,52 S,,43,47 E,,"Du Puy, D. J.","B. P. Du Puy, P. Ravonjiarisoa, P. Phillipson",41,M41,1 - January,10,1989,,,,R0000686.JPG,NYBG 3196664,Colvillea racemosa,1ef8de6f-92d8-4f35-9c7f-838e4f124921
16193301,Mexico,Guerrero,,"10 km SW of Mezcala, close to the track leading up to Carizalillo, Amatitlan and the Mina Amatista on dry hills above the dry valley of the Rio Xochipala",1210,,meters,17,50 N,,99,39 W,,"Hughes, C. E.",,1824,,11 - November,20,1993,,,,R0000689.JPG,NYBG 3196663,Conzattia multiflora,1f0fc820-ccd0-4199-b35f-bc735eaeb38a
16193302,Thailand,Maehongson,Khun Yuam,,600,700,meters,18,15 N,,98 E,,,"Larsen, Kai",Supee S. Larsen,34086,,9 - September,4,1974,,,,R0000684.JPG,NYBG 3196660,Chamaecrista wallichiana,1e8e49d1-6a08-40c1-8534-b66f19301c23
16193303,Philippines,Davao,,Davao Province. Mindanao. So. Basiao. Along Biga River.,,,,,,,,,,"Aguilar, Luis",,54,,5 - May,8,1929,,,,R0000683.JPG,NYBG 3196659,Chamaecrista mindanaensis,1eb1f1c7-81c7-4bcd-860a-99fbadcb905f
16193304,Sri Lanka,Central,Nuwara Eliya,"Nuwara Eliya District, patana, and roadside. Road from Kendy to Maturata, culvert 20/5.",,,,,,,,,,"Maxwell, R. H.",,999,,7 - July,12,1972,,,,R0000682.JPG,NYBG 3196658,Chamaecrista kleinii,1e8667bb-caac-4f7c-8197-d140730b3bb8
16193305,China,Hainan,,Janfengling. By field border.,100,,meters,,,,,,,"Chow, K. S.",,78310,78310 (1978),Not Shown,Not Shown,1978,,,,R0000681.JPG,NYBG 3196657,Chamaecrista pumila,1e7a6e2b-87e6-444a-bad7-44e719b84c55
16193306,Seychelles,Outer Islands District,,Aldabra Island (Western Indian Ocean). West Island (Ile Picard). Back of Settlement.,,,,,,,,,,"Fosberg, F. R.",,49506,,2 - February,25,1968,,,,R0000680.JPG,NYBG 3196656,Chamaecrista aldabrensis,1e6ffc03-1fc9-4d4c-a054-1dfebefe9b35
16193307,Malawi,Northern Region,Rumphi,Foot of Mt. Waller on newly constructed Lake shore road; roadside just above Lake shore; UTM grid ref. XD 30 : 24.,480,,meters,,,,,,,"Brummitt, R. K.",R. M. Polhill & E. A. Banda,16337,,3 - March,5,1982,,,,R0000679.JPG,NYBG 3196655,Chamaecrista mimosoides,1e3d6a7e-4a1a-45e5-99e6-ad5935d3fea2
16193308,Rwanda,Kigali,,"Kigali. Région du Bugesera, colline Ruyenji.",1450,,meters,,,,,,,"Troupin, G.",,6539,,2 - February,25,1958,,,,R0000677.JPG,NYBG 3196654,Chamaecrista grantii,1dda118e-075c-40a4-94b8-dac0eca5d414
16193309,Madagascar,Mahajanga,,"W Madagascar, Mahajanga (Majunga) Province, Boina, E of Mahajanga, Ankarafantsika, Ampijoroa Forest Station, c. 5 km NE of Lake Ampijoroa.",110,,meters,16,16 S,,46,50,,"Du Puy, D. J.","B. P. Du Puy, G. Rafamantanantsoa & V. Ranjamababa",176,M176,3 - March,13,1989,,,,R0000675.JPG,NYBG 3196653,Chamaecrista arenicola,1dd2d8f9-1d71-493e-98d1-b99927674436
16193310,Zambia,Northern,Mporokoso,Mporokoso District. 20 km E of Mporokoso.,,,,,,,,,,"Brummitt, R. K.",S. M. Chisumpa & C. Nshingo,10791,,4 - April,2,1984,,,,R0000676.JPG,NYBG 3196652,Chamaecrista gracilior,1dd3b154-0da7-4847-8dd8-3d28c7be66e2
16193311,China,Hubei,,Shennongjia Forest District. Along the trail between Qiujiaping and Hongriwan construction camp.,1300,,meters,31,30 N,,110,30 E,,"Bartholomew, B.","D. E. Boufford, A. L. Chang, Z. Cheng, T. R. Dudley, S. A. He, Y. X. Jin, O. Y. Li, J. L. Luteyn, S. A. Spongberg, Y. C. Tang, J. X. Wan, T. S. Ying",1115,,9 - September,5,1980,,,,R0000451.JPG,NYBG 3196651,Cercis racemosa,3ff16130-432a-434f-956d-77600f7fec46
16193312,Tajikistan,Khatlon,,"Near Nurek, 40 km. southeast of Dushanbe.",700,,meters,,,,,,,"Wilken, D. H.",R. Hebb & T. Crovello,73,,8 - August,31,1977,,,,R0000450.JPG,NYBG 3196650,Cercis griffithii,3ffbc2c9-1669-4eb9-8cc1-42459e7f2065
16193313,China,Jiangsu,Nanjing,Vicinity of the garden of Jiangsu Bot. Inst.,,,,,,,,,,"Kan, Yao",,8354,,9 - September,6,1982,,,,R0000448.JPG,NYBG 3196649,Cercis chingii,3e08dfb7-c7f1-4b54-88b9-5b8e6a28b3de
16193314,China,Hubei,Shennongjia Forestry District,Western Hubei Province. Shennongjia Forest District: side canyon on the E side of the Songlo River E of Jingyin. E-W running canyon.,1050,1200,meters,31,30 N,,110,30 E,,1980 Sino-Amer. Exped.,"B. Bartholomew (UC); D.E. Boufford (CM); A. L. Chang (KUN); Z. Cheng (WUHAN INST. BOT.), T. R. Dudley (NA); S. A. He (NAS); Y. X. Jin (WUHAN INST. BOT.); O. Y. Li (WH); J. L. Luteyn (NY); S. A. Spongberg (A); Y. C. Tang (PE); J. X Wan (WUHAN INST. BOT.); and T. S. Ying (PE).",1695,,9 - September,22,1980,,,,R0000447.JPG,NYBG 3196648,Cercis chinensis,3e0a67b8-b8d3-4ef4-ab89-feb5cd20964e
16193315,Lebanon,Mount Lebanon Governorate,,"Along Damour river, 10 km E. of Damour.",,,,,,,,,,"Stutz, Howard C.",,3236,,3 - March,23,1968,,,,R0000446.JPG,NYBG 3196647,Cercis siliquastrum,3e391010-6b22-414f-8bee-1c1a0e504581
16193316,Bolivia (Plurinational State of),,Nor Chichas,"Cantón Calcha, camino a Pucapampa, a Panica",3000,,meters,,,,,,,"Schulte, Michael",,15,,10 - October,12,1987,,,,R0000443.JPG,NYBG 3196646,Cercidium andicola,3e5e8599-827c-44fa-9fc2-df0bc7879a04
16193317,United States of America,Arizona,Maricopa,"South Mountain Park, near W end on rocky slope. Upland Sonoran desert vegetation.",2000,,feet,,,,,,,"Landrum, L. R.",,6001,,4 - April,17,1988,,,,R0000440.JPG,NYBG 3196645,Cercidium microphyllum,43c0088c-04fd-4c5f-b342-e505eda9360f
16193318,Australia,Western Australia,,16 km NW of Newman.,,,,23,19 S,,119,38 E,,"Toelken, H. R.",,6320,,9 - September,20,1979,,,,R0000435.JPG,NYBG 3196644,Cassia notabilis,435065b6-adde-440f-b55a-884320e400bb
16193319,Australia,South Australia,,"Upper Eyre Peninsula. Hundred of Batchelor, section 12. (Hundred of Batchelor is ca. 50 km southwest of Whyalla.)",,,,,,,,,,"Blaylock, B. J.",,1335,,10 - October,11,1969,,,,R0000434.JPG,NYBG 3196643,Cassia nemophila,441451ad-d47e-42ce-b16c-102e6366d82a
16193320,New Zealand,Auckland,,North I. Auckland Domain,60,,meters,- 36,52 S,,,,,"Gardner, R. O.",R. C. Barneby,6071,,2 - February,6,1990,Not shown,Not shown,1990,R0000433.JPG,NYBG 3196642,Senna septemtrionalis,4444c6cc-cefb-47f3-a07e-735eec25eb49
16193321,Northern Mariana Islands,Tinian,,"South end of Masalog Ridge, east side of island. Brushy top of limestone bluff. Common",100,,meters,,,,,,,"Fosberg, F. R.",,24740,,6 - June,9,1946,,,,R0000432.JPG,NYBG 3196641,Senna sophera,444b0605-5c0a-4656-b630-4890b20eeac0
16193322,Thailand,Saraburi,,Pukae Botanical Garden.,50,,meters,14,30 N,,101 E,,,"Soejarto, D. D.","K. Taylor, N. Nantasan",5833,,3 - March,30,1987,,,,R0000429.JPG,NYBG 3196640,Cassia bakeriana,44a69525-8b2a-49af-a06b-04aba8c9ad78
16193323,China,Yunnan,,Yun. Mengla. Roadside,910,,meters,,,,,,,"Bai, B.",,85544,,11 - November,27,1985,,,,R0000427.JPG,NYBG 3196639,Senna siamea,44e61c20-9fd7-4a15-87f5-74407d2dc740
16193324,China,Shandong,Feixian,"Nanzhangzhuangzhen, Feixian Co.",250,,meters,,,,,,,Guocheng-yong,,20064 365 1,20064 365 1,8 - August,26,2006,,,,R0000426.JPG,NYBG 3196638,Chamaecrista nomame,44341da1-01d7-4788-8b45-9457a95b80b6
16193325,"Tanzania, United Republic of",Tanga,,"Utopa Parish, Mseko Section, Mwera Chiefdom, Pangani District.",50,,feet,,,,,,,"Tanner, R. E. S.",,3533,,5 - May,30,1957,,,,R0000425.JPG,NYBG 3196637,Chamaecrista zambesica,45089239-17f7-496e-9de5-b231866ec35f
16193326,Burkina Faso,,Boulgou,A few km S of Tenkodogo.,300,,meters,11,42 N,,00,20 W,,"Madsen, Jens Elgaard",,5150,,3 - March,22,1997,,,,R0000424.JPG,NYBG 3196636,Cassia sieberiana,451d6e3f-c01c-4b0a-a96d-ae9ea86307f0
16193327,Malawi,,Zomba,"Chiradzulu Peak, Zomba Plateau.",,,,,,,,,,"Balaka, J. L.",K. Kaunda,1391,,3 - March,12,1986,,,,R0000423.JPG,NYBG 3196635,Chamaecrista parva,454ff850-d7fa-473f-a496-5beb09cfedda
16193328,Togo,Plateaux,Haho,"Lilikope, 15 km. N. of Nuatja.",,,,,,,,,,"Jansen, J. W. A.",,2642,,9 - September,21,1972,,,,R0000422.JPG,NYBG 3196634,Senna hirsuta,45524f2e-617a-4414-8ae5-26928ffc0833
16193329,Madagascar,,,"Vallee de l'Analabe, ss/affluent du Rodo. Collines et Plateaux Calcaires de l'Analamera. (Province de Diego-Suarez.)",50,,meters,,,,,,,"Humbert, H.",,19237,,1 - January,Not Shown,1938,,,,R0000421.JPG,NYBG 3196633,Cassia hippophallus,455a1364-217f-4857-8a7c-9635c097be4a
16193330,Rwanda,,Nyagatare,"Territ. Biumba. Region du Mutara, environ de Mimuli, colline Rwatabikongoro. Savane arbustive.",1400,1450,meters,,,,,,,"Troupin, G.",,7629,,5 - May,15,1958,,,,R0000420.JPG,NYBG 3196632,Chamaecrista hildebrandtii,456f1175-68b1-413e-8683-152386c317ba
16193331,Namibia,Omaheke,,"Karm Arkadia am Omuramba-Epukirro, auf rotem sandi-lehmigem Boden",,,,,,,,,,"Seydel, R. (Dr.)",,2568,,2 - February,8,1961,2 - February,9,1961,R0000419.JPG,NYBG 3196631,Chamaecrista falcinella,45e00c90-44d3-4ada-a47c-7b0a65db8f80
16193332,South Africa,Eastern Cape,Joe Gqabi District Municipality,"Southwell, Bathurst dist., Cape.",1000,,feet,,,,,,,"Bayliss, R. D. A.",,4640,BS 4640,1 - January,2,1971,,,,R0000418.JPG,NYBG 3196630,Chamaecrista capensis,4663f72a-e7a7-41d1-8112-2faa15688b3d
16193333,Namibia,,,Windhuk Bergland Avis,1600,,meters,,,,,,,"Seydel, R.",,4261,,3 - March,9,1965,,,,R0000417.JPG,NYBG 3196629,Chamaecrista biensis,46640007-1975-465a-b05a-3c189bc47616
16193334,United States of America,Florida,Miami-Dade,"Plant Introduction Station, Miami. [Cultivated: from Australia.]",,,,,,,,,,"Gillis, William T.",,10440,,3 - March,30,1971,,,,R0000416.JPG,NYBG 3196628,Cassia abbreviata,466a2dbe-792c-4617-a8fb-490a5704cce1
